Nome;CNPJ;UF;CNAE Principal;CNAE Sec;Telefone;Email
;56990957000187;RJ;4772500;4755503;(21) 1;MORENINHACAROLINE@HOTMAIL.COM
;57408917000147;BA;4772500;4789002,4755503,4754701;(0) 0;LEBLANCHELOJA@GMAIL.COM
;57433937000178;RJ;4772500;3299006,1359600;(24) 0;DRA.SIMONE2009@GMAIL.COM
;57450858000175;SP;4772500;;(0) 0;MINA3BOSS@GMAIL.COM
;57573188000184;AM;4772500;8599699,8599605;(92) 0;ROSIMERYQA@GMAIL.COM
;34987157000760;RJ;4772500;;(11) 11111111;TI@GEBEAUTY.COM.BR
;57727227000150;CE;4772500;;(85) 00000000;GOULARTE73@GMAIL.COM
;57738721000110;SP;4772500;4930201,5320201;(0) 0;PAULASOARE_2008@HOTMAIL.COM
;57860203000175;SP;4772500;4789001,9602501,4723700,4721104,9602502;(11) 13033533;NEIMEDEIROSSANCHES@GMAIL.COM
;57953181000198;SP;4772500;4642701,4643502,4646001,4649402,4649499,4751201,4753900,4759899,4774100,4781400,4782202,4789099;(11) 11111111;PORTOALEGREGUA@GMAIL.COM
LUCIUS;58005276000142;EX;4646001;;;ABDADO02@GMAIL.COM
;58109586000107;MG;4772500;4789001;(11) 16553489;THAINANPIRESADV@GMAIL.COM
;58257988000159;SP;4772500;;(11) 11989449;PAMELAV363@GMAIL.COM
LISTAR GLOSS;58318470000188;SP;4772500;1412601,4530701,4530703,4641901,4643502,4649406,4713002,4744001,4751201,4752100,4753900,4754703,4755502,4761003,4763601,4774100,4781400,4782202,4783102,4789001,5211799,5320202;(11) 11111111;SEMEMAIL@SEMEMAIL.COM
;58521983000191;SP;4772500;4773300;(11) 0;LUCYTELLES75@OUTLOOK.COM
;58538024000189;SP;4772500;4789099;(0) 0;KARINASOUZA098RO@GMAIL.COM
;58565001000163;SP;4772500;4742300,4789099,4789001,4744003,4781400,4763602,4763601,4754703,4930201,4744001,4744099,4789004,4930202,5320201,4783101;(0) 0;ANDERSONDESOUZAMOTA@HOTMAIL.COM
;58612583000191;SP;4772500;4729699,4755502;(0) 0;HCARVALHO0908@GMAIL.COM
;58754053000188;GO;4772500;5620104,4789099,4755503;(62) 0;EVAVERSATEISMULTIMARCAS@GMAIL.COM
;58781023000160;SP;4772500;4781400,4789099,4755502,4763602,4785799,4782201;(15) 0;FRAGRANCIALUXURIA@GMAIL.COM
;58916718000102;SP;4772500;9602502;(11) 0;CRISROQUEC2005@GMAIL.COM
;55456988000602;SP;4772500;4789001;(11) 11111111;O3M@GRUPOOYAMA.COM.BR
;48751837000280;SP;4772500;4646001;(11) 11111111;FC@FINANCECONSULT.COM.BR
;59157233000145;SP;4772500;4616800,4641901,4642701,4643502,4649401,4649406,4651601,4652400,4752100,4754703,4755501,4757100,4763601,4774100,4789001,5211799,8211300;(11) 11342167;JIAFENGW9@GMAIL.COM
;59330093000165;GO;4772500;4755503,4757100;(62) 0;ROBERTORODRIGUES1988@LIVE.COM
;59431524000180;SP;4772500;;(11) 11111111;EVANDROCARDOSOOLI18@GMAIL.COM
;59466582000149;SP;4772500;4781400,4789001,4782201;(11) 17962292;FFELIPEMIRANDA13@GMAIL.COM
MIMADA PARTUM;59519956000147;SP;4772500;;(11) 15397706;RMAJU3435@GMAIL.COM
;59720858000173;SP;4772500;9329899,9609208,9001901,7319002,9602502;(0) 0;SATHINY.SOUZA10@GMAIL.COM
;59760472000195;SP;4772500;;(11) 12081694;ALICIASILVASANTOS2002@GMAIL.COM
;59796875000194;SP;4772500;;(11) 0;NICOLY24MAZZONI@ICLOD.COM
;59961850000107;RJ;4772500;;(22) 0;SARAHMEIRELLES20@GMAIL.COM
;60000944000190;SP;4772500;;(11) 0;CICEROALCANTARA1309@GMAIL.COM
;60012410000184;SP;4772500;;(11) 0;HENRIQUE.YAMASHIRO@GMAIL.COM
;60050083000155;SP;4772500;8599699,7319002;(11) 0;SANDRAERNESTO@YMAIL.COM
;60070658000100;SE;4772500;;(79) 0;DAILTONS540@GMAIL.COM
;60212807000110;GO;4772500;1352900,4781400,4759801,4755503;(62) 0;CARLOSOTTAVIO9@HOTMAIL.COM
;60268124000184;RR;4772500;4752100,4789099,4781400,4789001,4530703,4530704,4755503,4782201,4783102,4783101,4774100;(95) 0;CELIIGNZLZ2022@GMAIL.COM
;60288364000140;SP;4772500;4781400,4789099,4782201;(11) 0;AMDGABIS2@GMAIL.COM
;60355434000136;RJ;4772500;4781400;(0) 0;BM.BELEZAMILENAR@GMAIL.COM
;60579258000116;RJ;4772500;;(0) 0;FERNANDESIZZY99@GMAIL.COM
;60585396000108;RJ;4772500;4789005;(21) 0;PAARSETULPAROMAS@GMAIL.COM
;60652992000163;ES;4772500;;(27) 0;IVONE.SEGUROS@HOTMAIL.COM
FAVIER COSMETICOS;60680877000100;SP;4772500;2063100,4646001,4789005;(11) 14121376;SANDRO.OLMEDO@GMAIL.COM
;60763202000117;SP;4772500;;(18) 0;MEIREGRACIOLI@HOTMAIL.COM
;60792281000194;SP;4772500;;(11) 16871995;PATYPERFUMARIASP@GMAIL.COM
SELUNNE COSMETICOS;60852079000100;SP;4772500;1412601,4641901,4643502,4649406,4713002,4744001,4751201,4752100,4753900,4754703,4755501,4755502,4761003,4763601,4774100,4781400,4782201,4782202,4783102,4789001,4789099,5211799;(11) 11111111;SEMEMAIL@SEMEMAIL.COM
;60943205000132;RS;4772500;;(55) 0;FUMAGALLIEMANUELE2@GMAIL.COM
;61008216000198;BA;4772500;7319002;(71) 0;CONTATOROSIENE@GMAIL.COM
;61043093000126;SP;4772500;;(19) 19971343;LCCOSTA2233@GMAIL.COM
;61141694000171;SP;4772500;;(0) 0;ANDREYREIS191@GMAIL.COM
KAP COMPANY BEAUTY;61146033000139;SP;4772500;4755502;(11) 10000000;CONCEITTO@TERRA.COM.BR
;61263259000110;BA;4772500;;(0) 0;RONATASHND@GMAIL.COM
;61286820000186;RJ;4772500;4781400,4785799;(21) 00000000;NANDESMAKE@GMAIL.COM
;61435130000141;SP;4772500;;(0) 0;REGINA.11MESQUITA.MESQUITA@GMAIL.COM
;58632503000160;SP;4772500;;(11) 13471008;TALINE217@GMAIL.COM
;61546794000188;RJ;4772500;;(21) 0;JOHNLENO43@GMAIL.COM
;61564754000169;SP;4772500;;(11) 10785847;LOORANYALBUQ@GMAIL.COM
;61632687000172;SP;4772500;;(19) 11994981;ESSENCENABI@GMAIL.COM
;61671173000126;RJ;4772500;;(21) 0;ELAINEPORTO.ASILVA@OUTLOOK.COM
;57858343000109;SP;4772500;;(00) 00000000;JAYNE7252@GMAIL.COM
;61755929000115;RJ;4772500;;(21) 0;SETTEFOTOS1@GMAIL.COM
;61776057000171;CE;4772500;;(0) 0;JOANAPAULAA@YAHOO.COM.BR
;61816844000108;SP;4772500;;(14) 10059405;GUIMARAESRROCHA@GMAIL.COM
;61938203000118;RJ;4772500;7319002;(0) 0;IGORABRANTES1000@GMAIL.COM
;61966523000181;SP;4772500;;(16) 0;FODOBE8298@KLOUDIS.COM
;61985589000119;BA;4772500;;(74) 0;FODOBE8298@KLOUDIS.COM
;62058000000108;PE;4772500;;(81) 00000000;ALINE01@GMAIL.COM
;62068979000197;SP;4646001;;(11) 11111111;JULIANAYUSHANDUAN@GMAIL.COM
;62097575000121;SP;4772500;4781400,4789099,4789001,4729699,4755502,4763602,4763601,4753900;(11) 15174976;STHEFANYTENORIODACOSTA@GMAIL.COM
;62110916000151;SP;4772500;;(0) 0;LEILA.AMIL@OUTLOOK.COM
;62136027000163;RJ;4772500;4781400,4755503;(21) 0;NILDA.GOMES@GMAIL.COM
;62176589000130;SP;4772500;4789099,4763602,4782202;(11) 0;WASWLA@GMAIL.COM
;62201101000188;ES;4772500;4744004,4744003,4789001,4712100,4773300,8230001,4774100,4781400,4754701,4744002,4782201,4744099,4783102,4783101;(0) 0;TAVARESSOARESRIZIA@GMAIL.COM
;62268104000139;PE;4772500;;(0) 0;ELAINEFIGUEREDO444@GMAIL.COM
;62361851000117;SP;4646001;4637199,4642701,4649499,4729699;(11) 12345708;LCG7LCG7@GMAIL.COM
AIMI COSMETICOS;62518540000119;SP;4772500;4530701,4530703,4641901,4643502,4649402,4649406,4649499,4713002,4744001,4751201,4752100,4753900,4754703,4755501,4755502,4757100,4759899,4761003,4763601,4774100,4781400,4782201,4782202,4783102,4789001,4789004,4789099;(11) 11111111;SLASSESSORIA17@GMAIL.COM
;62531831000147;SP;4772500;;(11) 13309114;IMPORTSFRETE@GMAIL.COM
;62534218000183;PA;4772500;;(94) 0;JEILSONSOUZA2024@GMAIL.COM
;62573051000160;SP;4772500;;(0) 0;ALIVIA.FURINI20@GMAIL.COM
;62673318000190;SP;4772500;;(11) 0;CONTATO@N9VE.COM.BR
;62706077000139;SP;4772500;;(0) 0;MAMEDESGILBERTO@GMAIL.COM
;62771501000129;RJ;4772500;4782201;(21) 10001000;RJSMART@GMAIL.COM
;60453002000249;SP;4646001;4646002;(27) 11111111;TAYGROMIZAEL@YAHOO.COM.BR
OPUS CARAVAGGIO PARFUMS;62794537000128;SP;4772500;;(11) 10711905;CONTATO@CLETOEBOTTA.COM.BR
;62794914000129;SP;4772500;4530703;(11) 17319682;XAVIERBRITOM@GMAIL.COM
;62801224000150;SP;4772500;;(19) 19987251;ALLANBORRAJO1@YAHOO.COM.BR
;62815415000170;SP;4772500;;(0) 13567899;VITORIASOUSAPIRES2007@GMAIL.COM
;62816893000103;SP;4772500;4742300,4752100,4789001,4713002,4753900,4744001,4757100,4783101;(18) 0;LUIS_GUINA@MSN.COM
;62818321000155;SP;4772500;4729699,7319002,3299099,4789005;(11) 14848504;CONTATO.ALMADELOTUS@GMAIL.COM
;62921086000142;SP;4772500;;(11) 0;GABRIELLENARAUJO37@GMAIL.COM
;62968349000179;TO;4772500;;(0) 0;LEALBEATRIZ2019@GMAIL.COM
;63059300000166;SP;4772500;;(11) 10895512;LEZCANOADOLFO59@GMAIL.COM
;62866261000146;RN;4772500;;(84) 00000000;GLAUCIAPAIXAOW@GMAIL.COM
;63112167000164;SP;4772500;;(0) 0;ALEXANDRELIGUSTAVO9@GMAIL.COM
;63164553000108;RJ;4772500;4781400;(21) 00000000;KARINARUBEM@GMAIL.COM
;63182727000157;SP;4772500;4781400,4755502,8219999;(11) 0;PADIALPERFUMES@GMAIL.COM
;63257402000196;RJ;4772500;;(11) 11111111;MARIASELMA568@GMAIL.COM
;63324491000146;SP;4772500;;(11) 0;GIOVANNAMOREIRA670@GMAIL.COM
;63383116000177;SP;4772500;4781400,4755503;(11) 0;NETVIVIANE44@GMAIL.COM
;63384799000187;SP;4772500;;(0) 0;VIVIANMONTEIROO00@GMAIL.COM
;63411196000127;SP;4772500;;(11) 12848550;ERICK.FORYOU@HOTMAIL.COM
;63549871000189;RJ;4772500;;(11) 11111111;DAVISILVAGM12@GMAIL.COM
;03331658000174;RJ;4772500;;;
;03337822000150;RN;4772500;4646001,4646002;;
MULHERES.COM;05002459000148;SC;4772500;4781400;;
CHEIROS & FRICOTES;03366801000163;GO;4772500;;;
JULIANA SALAO E PERFUMARIA;05040913000155;MT;4772500;;;
;01745747000131;SP;4772500;;;
LOVELY PERFUMARIA;05081524000178;SP;4772500;;;
;05091388000105;MG;4772500;4781400,4782201,4789001;;
;05098279000101;SP;4772500;;;
;05100412000117;PR;4772500;;;
AROMATIZA FRAGRANCIAS;01825687000167;RJ;4772500;;;
;94961356000135;RS;4772500;;;
NP PERFUMARIA;07410600000177;MG;4772500;4781400,4782201;;
NATAL COSMETICOS;03578725000150;RN;4646001;;;
BLOSSON VILLE;00284517000150;PE;4772500;;;
ALDLAR;00302140000114;ES;4646001;;;
MUSA PERFUMARIA;96231048000180;SP;4772500;;;
;05285738000166;RJ;4646001;9602501;;
NIKKEY COSMETICOS;05294257000117;SP;4772500;;;
;05297848000148;SP;4772500;;;
JOHNNY COSMETICOS;96786694000103;BA;4772500;;;
ESSENTIAL PARFUMS;00374436000140;CE;4772500;;;
FEMININA;05368987000115;SP;4772500;;;
;02027515000100;SP;4646001;;;
;05386849000169;SP;4772500;9602501;;
;03764299000149;MG;4772500;5320202,8599699;;
O BOTICARIO;00469167000104;PR;4772500;;;
ANG'EL COSMETICOS;00469330000120;PR;4772500;4781400,4789001;;
;00595199000733;DF;4772500;;;
;03806249000187;SP;4772500;;;
O BOTICARIO;01502418000755;TO;4772500;8299799;;
L'ACQUA DI FIORI;01598869000223;RJ;4772500;;;
;05534734000174;SP;4772500;;;
LE SENECHAL PERFUMES E COSMETICOS;03907666000116;PR;4772500;;;
COSMETICK;03918386000103;SP;4646001;;;
AGUA DE CHEIRO;02442743000228;PB;4772500;;;
MEDIVARIS MEAIS MEDICINAIS;02269360000119;SP;4772500;;;
;02310317000150;RS;4772500;8299799,6619302;;
BELLA COSMETICOS E PERFUMARIA;05697992000171;MT;4772500;;;
SM DISTRIBUIDORA DE PERFUMARIAS;00729482000115;RS;4772500;;;
;06140304000807;SP;4772500;8299799,6619302;;
;00751064000124;SC;4772500;;;
ADFARMA;05745288000147;SP;4772500;;;
;02402179000139;SP;4772500;4781400,4782201,4783102,4789001;;
JOCE CABELEIREIROS;00785526000124;RS;4772500;9602501;;
PERFUMARIA GIOVANA;04139472000180;SP;4772500;;;
;02445093000193;RJ;4646001;4618401,4619200,4646002,4649499,4772500,4789001,7319002;;
;00850285000150;RS;4646001;;;
O BOTICARIO;00882545000179;GO;4772500;;;
;00899399000194;PE;4772500;4618401,4763601,4789001;;
A NATURAL;02545069000126;GO;4772500;4789001,4729699;;
;02580833000102;RS;4646001;;;
;02592912000125;DF;4772500;;;
DULMSDER;27036805001113;RJ;4772500;;;
ESPACO PRESENTES E PERFUMES;06017237000161;SE;4772500;4763601;;
;06061053000107;BA;4772500;4781400,4782201;;
;04416920000146;SP;4772500;;;
;06093146000105;SP;4772500;;;
A/G FRAGRANCIAS;06117002000141;SE;4772500;;;
XEROSA;35490788000146;PB;4772500;;;
BATON ROUGE COSMETICOS;04508895000120;SP;4772500;;;
VI ILENA DISTRIBUIDORA;73690117000118;RJ;4772500;;;
;55932636000163;SP;4772500;7319002;(11) 18460583;MAURICIOFARIADASILVA5@GMAIL.COM
FORMULAR;06235080000140;PR;4772500;4761003,4789005,4789099,4759899;;sga@bsi.com.br
;06244153000160;SP;4646001;;;
MARLENE'S CABELEIREIROS;02828028000147;GO;4772500;;;
;36462372000187;RJ;4772500;4781400;;
ADERCOS PERFUMARIA E COSMETICOS;02831797000102;RS;4772500;;;
O BOTICARIO;36778454000135;MS;4772500;8299799;;
NATURAL PERFUMES E CONFECOES;02861598000139;BA;4772500;4781400;;
;74662073000185;SP;4772500;;;
DROGAMED;20000386000149;MG;4646001;;;
JULIANA PERFUMARIA;01292976000148;SP;4772500;;;
;58366832000297;SP;4772500;;;
AGUA DE CHEIRO;38155396000119;TO;4772500;;;
COMERCIAL MERCOSAN;01329821000139;SP;4646001;;;
FELICITY COSMETICOS E PRODUTOS DE LIMPEZA;02952170000100;SP;4772500;5320202,8219999,8291100;;
COSMETIC CENTER BEAUTY;04731681000119;SE;4772500;;;
;38843603000128;SP;4772500;;;
;01363663000133;PI;4772500;;;
JANVAL;06944518000160;SP;4646001;;;
;04776922000146;RJ;4772500;;;
;06957790000184;SP;4772500;;;
BJ COSMETICOS;03028099000128;RS;4646001;;;
BELLE COSMETICOS E PRESENTES;01419525000129;SP;4772500;;;
COMPANHIA DA BELEZA;01433329000109;RJ;4772500;;;
MCMA;03060018000177;RJ;4772500;;;
JOYA PERFUMES;77653210000103;PR;4772500;;;
DISTRIBUIDORA DE COSMETICOS JOICE;59172981000105;SP;4772500;;;
;76859719000306;SC;4772500;8299799;;
;40799033000168;RN;4646001;;;
;07073244000143;SP;4772500;9602502;;
;78219441000176;SC;4772500;4646001,4646002,8299799;;
;84987056000252;PR;4772500;;;
;01543181000165;SP;4772500;;;
CASA PARENTE;07199482000108;CE;4772500;4713004;;
;01616207000158;MG;4646001;4649409;;
;42548792000183;RJ;4772500;4789005;;
;07223777000164;SC;4772500;;(0000) 00000000;zancanaro@cnx.com.br
;01629316000100;SP;4772500;4755502,4761003;;
MEGA COSMETICOS;07265233000165;PB;4772500;;;
;43242940000108;SP;4772500;;;
;07273977000121;SP;4772500;;;LUIS59ARK@GMAIL.COM
;61753661000182;SP;4772500;;;
;61774451000170;SP;4772500;;;
THAGNER PERFUMARIA ETC...E TAL;07309521000174;RJ;4772500;;;
;81094989000141;PR;4646001;;;
;62724968000118;SP;4772500;;;
;62804679000129;SP;4772500;;;
;62966890000148;SP;4646001;;;
;07394718000159;SP;4772500;;;
;07395146000122;SP;4772500;;;
;07459803000158;PI;4772500;;;
;07802275000198;CE;4772500;4789001;;
;64205818000123;MG;4772500;;;
CIRURGICA SAO JOSE;47265012000101;SP;4772500;4713002,4721104,4729699,4759899,4763601,4763602,4773300,4781400,4782201,4789001,4789099;;
PERFUMARIA TE MI DU;47430723000194;SP;4772500;;;
;10085116000124;PE;4772500;4646001;;
MAGAZINE DA ESTETICA;65874489000176;SP;4772500;4637199,4642702,4645101,4773300,9602502;;
BELA FLOR DISTRIBUIDORA DE COSMETICOS;85005460000165;PR;4646001;;;
;65977522000193;SP;4772500;;;
DE LUCA COSMETICOS;85198034000195;SC;4646001;;;
;49439136000191;SP;4772500;;;
;66200627000102;MG;4772500;;;
;49772825000113;SP;4772500;4646001,4646002,4711301,4713004,4729602,4729699,4759899,4761003,4763601,4781400,4789004,4789005,5611201,5611204,8211300,8219999,8220200,8291100,8599699,9602501,9602502;;
;66910712000156;SP;4772500;;;
JAIME PAIVA;51702660000155;SP;4772500;;;
TATY COSMETICOS;69045250000144;SP;4772500;;;NEXUSGESTAOEMPRESARIAL@GMAIL.COM
COMERCIAL J2;52543188000118;SP;4772500;4729699,4763602,4789099;;
O BOTICARIO;53174397000102;SP;4772500;;;
JET;71825806000167;SP;4772500;;;
;72373475000134;RS;4772500;;;
;54779210000159;RS;4772500;;;
ROSE & CIA;07453621000170;RS;4772500;;;
;06271749000150;SP;4772500;;;CAEZALIMP@HOTMAIL.COM
TOP FIELD;05340438000132;CE;4772500;4763601,4755502,4781400,4789001,4782201;;
;05736581000148;EX;4646001;;;
;41567637000303;CE;4772500;;;
ORBAC;61144101000201;RJ;4646001;;;
;00731335000180;SP;4772500;;;
;00809653000116;SP;4772500;4721104,4729699,4759899,4789005;;
YOU STORE JOIAS E COSMETICOS;04816292000196;RS;4772500;9602502,4783101,4782201,4781400;;
;56698731000107;SP;4772500;;;AGUIARLAURENTINO@GMAIL.COM
;00472054000150;PI;4772500;4755502,4782202,4789001;;
EMPORIO DA BELEZA;03683912000101;PR;4772500;4781400,4755502,4789001,4729699;;
;06021391000107;SP;4772500;;;
JULY COSMETICOS LTDA;01683375000166;BA;4772500;;;
EMME & EMME FASHION E ACESSORIOS;05139516000135;SC;4772500;;;
AGUA DE CHEIRO;96735147000107;BA;4772500;;;
RENOVA COSMETICOS;05498673000137;GO;4772500;;;
;04144822000105;SP;4772500;4646001,4721104,4789099;;
PERFUMARIA EXCLUSIVA;01071169000103;MG;4772500;;;
;04787231000148;SP;4772500;;;
LUMI MODAS;78257433000114;SC;4772500;;;
HT COMESTICOS;01525820000160;CE;4772500;;;
BELLAPELE PERFUMARIA;26471276000141;DF;4772500;;;
O BOTICARIO;12684882000130;PB;4772500;4646001;;
;52694866000143;SP;4772500;;;
DISTRIBUIDORA PRADO;90903287000152;RS;4646001;;;
;71833123000151;SP;4772500;;;
;02197749000368;RS;4772500;;;
;04588028000223;PE;4772500;;;ADMINISTRACAO@GRUPOANASOBRAL.COM.BR
LA BELLE COSMETICOS;04916191000359;AM;4772500;;;
AGUA DE CHEIRO;05513651000280;PA;4772500;;;
O BOTICARIO;06252056000209;GO;4772500;8299799;;HELVECIO
CARRAPICHO;09030875000372;PE;4772500;;;
NELFARMA;70097530000428;PB;4772500;9602501,9602502;;
;01803777000157;AM;4772500;4771703,4773300,4759899,4763601,4751201,4781400,4789001,4782201,4755503,4644301,4646001,4530702,4651602;;
;00706790000125;MG;4772500;;;
VITA ARMARINHOS;05761003000161;MG;4772500;;;
;01107613000195;SP;4772500;;;
;01126901000197;SP;4772500;;;
;04650066000188;RS;4772500;4646001,4646002,4669999,4754701;;
;78150208000184;PR;4772500;;;
LOJAS ANNA;82505785000119;PR;4772500;;;
O BOTICARIO;70184981000150;PE;4772500;4646001,4646002;;
;05565723000151;SP;4772500;4729699;;
;35308220000323;RN;4772500;;;
;02987170000137;RS;4646001;4646002,4742300,4744003,4639701,4649408,4647801,4530703,4789099,4321500,4322301,4618401;;
;05605591000144;PE;4646001;;;
;04011800000169;CE;4772500;;;
;04014722000156;SP;4772500;;;
EVIDENCE PRODUTOS DE BELEZA E PERFUMARIA;00697801000158;RS;4772500;;;
O BOTICARIO;05921977000165;SP;4772500;8299799;;
ADONAI-FRALDAS;05935014000110;SP;4772500;;(14) 04525147;
;01154696000173;RS;4646001;;;
L'ACQUA DI FIORI;74520073000140;SP;4772500;;;
;37222130000189;MS;4772500;;;
AROMA & ESSENCE IMPORTS;03275928000177;GO;4772500;;;
FARMACIA SANTANA;43104298000192;SP;4772500;;;
RIWAL DISTRIBUIDORA;30996219000153;RJ;4646001;;;
;68085190000120;SP;4772500;4759899,4761003,4781400,5211702;;
;05423188000102;SP;4772500;9602501,9602502;;
ALP CHEIRO;04507660000114;MG;4772500;;;
;08227847000115;EX;4772500;;;
RED CARPET STORE;10713999000170;SP;4772500;4782202,4781400;(00) 00000001;SOCIETARIO1@BRASILCONTABIL.COM
;09346756000161;EX;4646001;;;VIGICON@UOL.COM.BR
;17994566000189;BA;4772500;4721102;(77) 0;
;20477768000168;SP;4772500;;(0) 0;
;18281880000187;SP;4772500;4755502;(11) 00000000;CLIE@GMAIL.COM
;18646291000155;RJ;4772500;1340599;(0) 0;
;18687705000194;RS;4772500;4744004;(00) 00000000;BETI_BAREA@HOTMAIL.COM
;19061229000598;SP;4772500;;(11) 11111111;MARCIA@GRUPOOYAMA.COM.BR
;19629970000189;SP;4772500;9602501,7319002,9602502;(00) 00000000;UENOERIKAAKEMI@GMAIL.COM
;19682017000102;RJ;4772500;4789099,4789001,4713002,4781400,4759899,4729699,4755502,4755503,4763602,4782201,4783102,4783101;(21) 00000000;CYBERBARRACADOBEIJO@GMAIL.COM
;19846951000104;SP;4772500;;(11) 11111111;FABIOAPRIGIO103@GMAIL.COM
;19987754000105;SP;4772500;4752100,4781400,4789001,3299004;(00) 00000000;THEBOXSETE@GMAIL.COM
;20215046000135;MG;4772500;;(0) 0;
;20726694000156;MG;4772500;;(00) 00000000;
;20816480000170;ES;4772500;4783101;(0) 0;
;19061229002027;SP;4772500;;(11) 11111111;MARCIA@GRUPOOYAMA.COM.BR
;20923365000103;MG;4772500;4781400,4789001;(33) 00000000;CONTINRAPHAELA@GMAIL.COM
;21898974000104;RJ;4772500;9329899;(0) 0;
;22433877000109;SP;4772500;4789099,4789001,4755502;(19) 00000000;CONTATOESABONETE@GMAIL.COM
;22634199000142;CE;4772500;4781400,4789001,4763601,4761003;(00) 00000000;EDINAK2010@HOTMAIL.COM
;22985404000114;SP;4772500;;(11) 00000000;CONTABILMADRE@GMAIL.COM
;23029775000195;RJ;4772500;;(21) 00000000;ADRIANA.ASPC@HOTMAIL.COM.BR
PROBEAUTY COSMETICOS;23437997000147;SP;4772500;4782202,4781400,4759899;(11) 12737455;MARCO@SUNBRAS.COM
;24036476000140;SP;4772500;4686902,4789099;(11) 16304146;MONTIELPERFUMARIA@GMAIL.COM
;25202087000100;SC;4772500;5819100,8219999,4756300,4757100,4752100,4751201,4759899,4763602,4763601,4753900,4789008,4789007;(47) 00000000;MARIANA.NASCIMENTO@GMAIL.COM
;18498176000180;SP;4772500;4321500,3321000;(11) 00000000;FER.FSB@HOTMAIL.COM
;23048431000123;SP;4772500;;(11) 00000000;GISAGABRIEL@YAHOO.COM.BR
;21310098000153;SP;4772500;;(0) 0;
;23939841000164;RJ;4772500;4763602;(21) 00000000;JEANEPALADINI@GMAIL.COM
;26103884000101;SP;4772500;9602501,1091102,3299099;(19) 00000000;DRIKKA_2008UNICA@HOTMAIL.COM
;26146305001171;MA;4772500;4646002,4646001,8299799;(99) 11111111;BOTICARIO_ITZ@YAHOO.COM.BR
;26876369000156;RJ;4772500;9602502;(21) 00000000;MARIACLARAMF@GMAIL.COM
;28865047000137;RJ;4772500;;(91) 11111111;CARLAFONSECAIMPORTADOS@GMAIL.COM
;29433534000193;RS;4772500;4781400;(54) 0;
;30168635000163;RJ;4772500;;(0) 0;elainecsleocadio@gmail.com
;30706697000181;PI;4772500;5612100,7319002,4789005,4729699;(0) 0;netomororo@hotmail.com
;30875692000182;SP;4772500;7319002;(11) 00000000;AMANDA.WANDY.AW@GMAIL.COM
COSMETICOS SANTA BELEZA;31067037000160;SP;4772500;4753900;(11) 11111111;ANDRESEIXASARAUJO@GMAIL.COM
;31176457000185;EX;4646001;;;PARFUM@PARFUM.COM.BR.
;32323020000190;SP;4772500;4789099;(11) 12516836;salles.claudia.249@gmail.com
;32509208000127;SP;4772500;;(19) 00000000;PAULORGB98@GMAIL.COM
;32762640000125;SP;4772500;;(11) 11111111;aledamiana@gmail.com
LASH BRAZIL;33709440000171;RJ;4646001;4619200,4772500;(21) 12345678;
;34285300000186;RS;4772500;;(0) 0;Thainarabraga@icloud.com
;34468271000198;RJ;4772500;;(24) 01010101;
;34680205000187;MG;4772500;;(35) 0;g.contabiluniversal@gmail.com
;34861216000163;ES;4772500;;(0) 0;ROSELENESIMAO@GMAIL.COM
;35313693000157;SP;4772500;4789099,7319002;(12) 0;MARCELOSINATRA@HOTMAIL.COM
;36414952000107;SP;4772500;4781400,4789099,4755503;(15) 0;JASSTOS@GMAIL.COM
;36525952000176;ES;4772500;;(0) 0;KATYARIZZI@BOL.COM.BR
;36788828000101;PA;4772500;7731400,4781400;(91) 00000000;KVASCONCELOSDESOUSA@GMAIL.COM
;36490752000206;RJ;4646001;4646002;(21) 00000001;FISCAL@ALFAPARFDBDC.COM.BR
;38002491000182;RJ;4772500;8712300;(21) 0;ATHAYDEDOSREISDALVA@GMAIL.COM
MARIE DISTRIBUIDORA;38186660000181;BA;4772500;;(0) 0;ENOQUENETO8@GMAIL.COM
MISS MAKE;39303925000147;SP;4772500;4520007,4530703,4611700,4619200,4781400,6821801,6821802;(11) 15641603;XERIFEVENDASESERVICOS@GMAIL.COM
;39637191000132;ES;4772500;7319002;(00) 00000000;GERSONJHS88@GMAIL.COM
;39665814000180;SP;4772500;4781400,4789099;(11) 0;
;39935783000130;ES;4772500;;(27) 0;
;40232238000167;SP;4772500;;(11) 10543613;J.MAUROGS@HOTMAIL.COM
AMANACI;40575085000150;EX;4646001;;;MANFRED@PAULSADVOCACIA.COM
;40905983000120;SP;4772500;4789099,4723700,4773300,8219999,4752100,4781400,4751201,4729699,8291100,4763602,4753900,4930201,4782201,4789007;(11) 12710892;CONTATO@A1BESTSHOP.COM
;41553467000146;RJ;4646001;4646002,4649401,4649408,4684299,4753900,4772500;(21) 11111111;XXX@XXX.XXX
WE PINK;41595314000161;SP;4772500;4646001,4646002,6204000,6209100,6462000,7020400,7311400,7319004,8230001,8230002;(11) 12999362;SAC@WEPINK.COM.BR
EBLUX COSMETICS;41746749000160;SP;4772500;7319002;(11) 17158626;EBCOSMETICOS.OFICIAL@OUTLOOK.COM
;41934680000106;RJ;4772500;;(0) 0;ALCENIROLIVEIRA12@GMAIL.COM
SCARLETT MAKE;42249525000105;SP;4772500;4713002,4759899,4781400,4783101;(11) 14185224;FINANCEIRO.SCARLETTMAKE@GMAIL.COM
